"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","FORECAST_ACTUAL_INDICATOR","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW"
"2024-03-06",27,30474,"A",31094,27696,1569,6562,5641,15905,0,3,2457,1123,614,426,-17,0,328,523,437,115
"2024-03-06",28,30478,"A",31114,27723,1571,6562,5152,15905,0,7,2663,1094,612,395,-29,0,327,444,426,101
"2024-03-06",29,31167,"A",31771,28421,1576,6562,4582,15905,0,4,2776,978,653,634,43,0,448,74,467,143
"2024-03-06",30,31322,"A",31929,28623,1580,6562,3956,15905,0,7,2685,965,655,655,63,0,457,21,476,139
"2024-03-06",31,31636,"A",32714,28941,1550,6562,3400,15905,0,7,2935,1019,526,278,200,0,233,46,757,-471
"2024-03-06",32,32705,"A",33846,30024,1520,6562,2739,15905,0,7,3082,1031,517,209,243,0,215,73,783,-534
"2024-03-06",33,33925,"A",35708,31130,1416,6562,1824,15905,0,7,3129,1694,681,-86,371,118,-319,444,858,-771
"2024-03-06",34,35306,"A",37162,32390,1312,6562,1093,15905,0,6,2897,1741,686,-104,400,80,-359,523,840,-787
"2024-03-06",35,36212,"A",37728,33236,1329,6562,343,15905,0,5,3082,1035,25,-313,400,227,-95,894,-208,-295
"2024-03-06",36,37096,"A",38704,34092,1345,6562,22,15905,0,5,3322,975,-32,-342,400,103,-76,972,-311,-242
"2024-03-06",37,38559,"A",39430,35398,1414,6562,40,15905,0,4,3346,1170,289,64,400,103,195,1342,-267,114
"2024-03-06",38,39046,"A",39905,35800,1483,6562,0,15905,0,5,3304,1181,317,148,368,99,215,1396,-254,146
"2024-03-06",39,38636,"A",39243,35470,1531,6562,0,15905,0,7,3125,651,189,500,280,1,581,1377,315,209
"2024-03-06",40,37868,"A",38475,34809,1578,6562,0,15905,0,7,3146,607,180,531,224,0,607,1364,362,216
"2024-03-06",41,36493,"A",37100,33484,1601,6562,0,15905,0,7,3130,815,347,485,83,0,405,1205,279,108
"2024-03-06",42,35059,"A",35666,32213,1623,6562,0,15905,0,7,3342,835,361,482,131,0,390,1192,271,103
"2024-03-06",43,33647,"A",34255,30952,1619,6562,0,15905,0,8,3434,774,275,654,213,0,480,1371,271,522
"2024-03-06",44,31906,"A",32516,29375,1614,6562,0,15905,0,10,3414,758,267,668,153,0,487,1388,271,559
"2024-03-06",45,29629,"A",30236,27272,1600,6562,0,15905,0,7,3586,182,208,594,205,0,391,1229,226,275
"2024-03-06",46,27929,"A",28536,25683,1586,6562,0,15905,0,7,3705,153,203,591,293,0,385,1216,223,245
"2024-03-06",47,26345,"A",26952,24191,1544,6562,0,15905,0,7,3806,1231,253,352,362,0,229,1374,364,96
"2024-03-06",48,25423,"A",26030,23345,1502,6562,0,15905,0,7,3838,1346,264,332,399,127,218,1398,377,81
"2024-03-07",1,25541,"A",26152,23489,1478,6562,0,15905,0,11,3729,1551,686,398,400,228,417,1398,402,81
"2024-03-07",2,25930,"A",26547,23876,1454,6562,0,15905,0,17,3773,1578,725,403,400,346,431,1399,409,81
"2024-03-07",3,25694,"A",26643,23646,1439,6562,0,15905,0,349,3449,1799,764,325,400,247,427,1399,742,101
"2024-03-07",4,25191,"A",26468,23100,1423,6562,0,15905,0,677,3327,1822,766,319,400,290,427,1399,770,105
"2024-03-07",5,24562,"A",26082,22533,1397,6562,0,15905,0,920,3349,1761,667,299,400,219,562,1399,733,105
"2024-03-07",6,24288,"A",25804,22243,1371,6562,0,15905,0,916,3370,1749,656,298,400,212,571,1399,728,105
"2024-03-07",7,23729,"A",25240,21732,1382,6562,0,15905,0,911,3469,1371,594,345,400,224,523,1399,638,82
"2024-03-07",8,23359,"A",24869,21334,1393,6562,0,15905,0,910,3231,1329,583,349,400,217,519,1399,625,81
"2024-03-07",9,23045,"A",24552,21091,1399,6562,0,15905,0,907,3480,842,276,344,400,262,167,1399,291,76
"2024-03-07",10,23312,"A",24615,21373,1405,6562,0,15905,0,703,3530,790,243,341,400,248,142,1398,258,71
"2024-03-07",11,23496,"A",24578,21502,1431,6562,0,15905,0,34,3560,224,-53,-230,400,268,-43,1375,42,-122
"2024-03-07",12,24543,"A",25697,22453,1456,6562,0,15905,0,9,3439,179,-76,-271,374,101,-56,1374,27,-142
"2024-03-07",13,27562,"A",28176,25285,1484,6562,0,15905,0,14,3272,852,179,85,238,62,83,1396,280,55
"2024-03-07",14,29792,"A",30404,27380,1511,6562,3,15905,0,12,3235,924,212,103,88,133,94,1399,311,74
"2024-03-07",15,32745,"A",33427,29958,1587,6562,151,15905,0,13,2787,1769,774,432,-33,-36,625,1399,836,183
"2024-03-07",16,33519,"A",34393,30607,1663,6562,550,15905,0,13,2577,1845,829,487,-179,-82,665,1399,884,204
"2024-03-07",17,34765,"A",35768,31725,1768,6562,1129,15905,0,77,2161,1987,978,963,-325,-1,976,1398,988,981
"2024-03-07",18,34899,"A",35848,31868,1872,6562,1680,15905,0,8,1971,2000,992,1004,-341,0,1000,1398,997,1052
"2024-03-07",19,35127,"A",36205,32120,2077,6562,2205,15905,0,8,1761,1999,992,1003,-441,-29,920,1398,997,1020
"2024-03-07",20,34779,"A",36020,31818,2282,6562,2713,15905,0,8,2058,2000,992,1003,-450,-183,914,1397,997,1015
"2024-03-07",21,33913,"A",34944,31088,2425,6562,3277,15905,0,8,2550,2000,992,1004,-411,-12,878,1397,988,951
"2024-03-07",22,33296,"A",34374,30549,2568,6562,3699,15905,0,11,2819,2000,992,1003,-393,-74,875,1397,987,945
"2024-03-07",23,32686,"A",33619,29985,2679,6562,3916,15905,0,11,2809,1999,992,1004,-320,-2,991,1397,996,883
"2024-03-07",24,32679,"A",33575,29998,2789,6562,3863,15905,0,8,2920,1999,993,1004,-288,0,999,1397,996,877
"2024-03-07",25,32994,"A",33802,30316,2846,6562,3582,15905,0,8,3138,1999,992,1004,-200,0,999,1397,996,1093
"2024-03-07",26,33080,"A",33924,30408,2903,6562,3684,15905,0,8,2990,1999,992,1003,-236,0,999,1380,997,1112
"2024-03-07",27,32771,"A",33489,30095,2918,6562,3669,15905,0,8,3118,1999,993,852,-110,0,838,1105,997,895
"2024-03-07",28,32332,"A",33011,29676,2932,6562,3151,15905,0,8,3188,2000,993,839,-71,0,826,1041,996,870
"2024-03-07",29,32357,"A",32964,29787,2942,6562,2926,15905,0,7,3322,1999,993,809,40,0,988,671,996,654
"2024-03-07",30,32418,"A",33026,29808,2952,6562,2529,15905,0,8,3275,1999,993,755,1,0,999,598,996,622
"2024-03-07",31,31946,"A",32710,29345,2900,6562,1946,15905,0,8,3367,1999,992,10,-4,0,931,318,996,-152
"2024-03-07",32,33280,"A",34174,30642,2847,6562,1528,15905,0,8,3247,1999,992,0,-61,0,924,299,996,-225
"2024-03-07",33,34228,"A",35501,31488,2734,6562,1072,15905,0,8,3359,2001,992,-399,37,0,350,669,997,-266
"2024-03-07",34,35077,"A",36435,32210,2620,6562,551,15905,0,8,3089,2001,992,-477,1,26,306,747,997,-273
"2024-03-07",35,36610,"A",38583,33613,2629,6562,196,15905,0,7,3408,2001,947,-865,-56,1,316,1119,997,-445
"2024-03-07",36,37514,"A",39588,34488,2638,6562,16,15905,0,6,3252,1998,942,-807,-207,-1,316,1185,996,-453
"2024-03-07",37,38561,"A",39535,35394,2661,6562,54,15905,0,6,3006,1886,924,-10,-358,0,581,1369,900,164
"2024-03-07",38,38432,"A",39612,35316,2684,6562,0,15905,0,5,2910,1874,923,0,-449,-126,601,1397,893,227
"2024-03-07",39,38160,"A",39640,35120,2686,6562,0,15905,0,7,2947,1926,943,719,-450,-423,830,1397,988,729
"2024-03-07",40,37447,"A",38930,34451,2687,6562,0,15905,0,7,2976,1926,943,942,-450,-426,847,1397,994,774
"2024-03-07",41,35784,"A",37094,32936,2664,6562,0,15905,0,7,3290,1611,815,790,-402,-301,856,1397,840,774
"2024-03-07",42,34279,"A",35553,31656,2641,6562,0,15905,0,3,3812,1584,803,784,-328,-343,857,1397,826,774
"2024-03-07",43,32654,"A",33642,30205,2622,6562,0,15905,0,3,4013,1593,825,999,-253,-132,768,1397,827,774
"2024-03-07",44,30950,"A",31827,28651,2603,6562,0,15905,0,3,4230,1591,822,1004,-170,-104,761,1397,821,770
"2024-03-07",45,28691,"A",29417,26616,2575,6562,0,15905,0,3,4201,1299,562,761,-122,-1,544,1397,429,489
"2024-03-07",46,26993,"A",27720,25041,2547,6562,0,15905,0,6,4029,1277,541,737,-121,0,528,1397,398,453
"2024-03-07",47,25420,"A",26322,23495,2580,6562,0,15905,0,15,3950,1550,767,393,-170,0,236,1398,641,-117
"2024-03-07",48,24359,"A",25502,22496,2613,6562,0,15905,0,283,3776,1573,787,385,-88,0,214,1398,664,-172
"2024-03-08",1,24409,"A",25392,22531,2615,6562,0,15905,0,202,3659,1524,743,585,24,0,525,1397,711,-181
"2024-03-08",2,24798,"A",25883,22953,2617,6562,0,15905,0,297,3848,1520,742,589,156,0,547,1398,719,-188
"2024-03-08",3,24422,"A",26220,22587,2617,6562,0,15905,0,729,4093,1554,900,446,228,0,338,1397,882,-469
"2024-03-08",4,23749,"A",25716,21977,2617,6562,0,15905,0,869,3895,1557,913,434,178,0,322,1397,896,-498
"2024-03-08",5,23100,"A",25248,21434,2613,6562,0,15905,0,819,3968,1545,792,615,141,0,-25,1397,822,-704
"2024-03-08",6,22953,"A",25221,21291,2609,6562,0,15905,0,892,4142,1538,779,630,159,0,-51,1398,812,-725
"2024-03-08",7,22506,"A",24860,20814,2657,6562,0,15905,0,966,4271,1313,602,622,241,0,62,1398,649,-788
"2024-03-08",8,22214,"A",24575,20525,2705,6562,0,15905,0,968,4090,1296,585,622,216,0,70,1374,630,-793
"2024-03-08",9,21917,"A",23990,20281,2730,6562,0,15905,0,1012,4307,1530,605,323,344,0,218,1004,392,-461
"2024-03-08",10,21995,"A",24138,20348,2755,6562,0,15905,0,981,4386,1549,606,297,324,0,228,952,370,-562
"2024-03-08",11,22393,"A",24291,20704,2799,6562,0,15905,0,219,4501,1327,542,-547,395,16,-66,998,337,-466
"2024-03-08",12,23319,"A",25124,21608,2842,6562,0,15905,0,18,4509,1309,540,-655,398,45,-87,1010,339,-445
"2024-03-08",13,26129,"A",26879,24241,2892,6562,20,15905,0,150,4356,1790,820,92,305,41,39,1077,649,230
"2024-03-08",14,27999,"A",28608,25965,2941,6562,15,15905,0,9,4073,1833,847,112,159,54,50,1103,682,292
"2024-03-08",15,30635,"A",31243,28347,3068,6562,267,15905,0,8,3720,1984,926,697,24,1,644,1359,971,324
"2024-03-08",16,31709,"A",32377,29204,3194,6562,854,15905,0,5,3616,1997,934,788,-63,0,689,1397,995,333
"2024-03-08",17,32303,"A",33119,29694,3367,6562,1550,15905,0,2,3352,1997,987,987,-214,0,967,1397,908,635
"2024-03-08",18,32394,"A",33280,29800,3540,6562,2222,15905,0,7,3663,1999,992,1004,-279,0,988,1397,899,658
"2024-03-08",19,32189,"A",33039,29525,3727,6562,2981,15905,0,7,3595,1999,992,1004,-243,0,999,1397,854,658
"2024-03-08",20,31657,"A",32503,28913,3914,6562,3882,15905,0,5,3625,1994,992,1004,-241,0,1000,1397,851,668
"2024-03-08",21,30750,"A",31490,27980,3999,6562,4477,15905,0,3,3829,1782,991,1003,-137,0,883,1397,843,684
"2024-03-08",22,29873,"A",30666,27135,4083,6562,5187,15905,0,3,3908,1762,992,1003,-190,0,874,1379,844,684
"2024-03-08",23,29462,"A",30300,26736,4123,6562,5508,15905,0,3,4206,1890,992,1003,-235,100,991,1091,983,684
"2024-03-08",24,29129,"A",30032,26404,4163,6562,5655,15905,0,3,4163,1901,992,1003,-300,153,999,1037,996,684
"2024-03-08",25,28953,"A",29830,26308,4183,6562,5771,15905,0,3,4101,1901,992,1003,-274,154,999,859,997,684
"2024-03-08",26,28603,"A",29504,26019,4202,6562,5811,15905,0,3,4248,1902,992,1004,-298,201,999,809,997,684
"2024-03-08",27,28249,"A",29152,25754,4224,6562,5561,15905,0,3,4416,1992,992,1003,-300,203,814,439,996,684
"2024-03-08",28,28038,"A",28937,25668,4246,6562,5310,15905,0,5,4610,2000,992,1003,-294,203,800,371,995,684
"2024-03-08",29,27951,"A",28762,25718,4244,6562,4610,15905,0,7,4804,2000,992,1004,-204,203,884,171,870,684
"2024-03-08",30,28034,"A",28900,25783,4241,6562,4033,15905,0,7,4644,2000,992,1003,-259,203,890,165,861,684
"2024-03-08",31,28548,"A",29306,26282,4200,6562,3462,15905,0,7,4736,2001,992,975,-151,203,683,534,985,684
"2024-03-08",32,29607,"A",30306,27300,4159,6562,2648,15905,0,7,4751,2001,992,972,-92,84,667,603,991,681
"2024-03-08",33,30758,"A",31382,28398,3994,6562,1695,15905,0,5,4687,1999,991,852,-19,0,742,814,655,472
"2024-03-08",34,32044,"A",32780,29580,3829,6562,867,15905,0,4,4676,1999,991,841,-132,0,747,869,630,455
"2024-03-08",35,33715,"A",34431,31216,3757,6562,295,15905,0,4,4595,1999,992,991,-112,0,790,1239,967,663
"2024-03-08",36,34829,"A",35613,32340,3684,6562,24,15905,0,6,4651,1999,991,1003,-178,0,793,1300,997,683
"2024-03-08",37,35728,"A",36533,33168,3667,6562,20,15905,0,5,4612,2000,992,1004,-200,0,803,1384,997,683
"2024-03-08",38,35994,"A",36878,33455,3650,6562,0,15905,0,6,4654,2000,992,1004,-278,0,804,1397,997,683
"2024-03-08",39,35657,"A",36558,33165,3645,6562,0,15905,0,6,4665,2000,992,1004,-295,0,945,1397,997,683
"2024-03-08",40,34547,"A",35412,32188,3640,6562,0,15905,0,6,4735,2000,992,1003,-259,0,955,1397,997,683
"2024-03-08",41,33322,"A",34222,31048,3621,6562,0,15905,0,8,4635,1999,992,1003,-292,0,1015,1397,996,683
"2024-03-08",42,32173,"A",33018,29984,3601,6562,0,15905,0,8,4812,1999,991,1003,-237,0,1019,1397,993,675
"2024-03-08",43,30452,"A",31148,28469,3576,6562,0,15905,0,10,4764,2000,948,1004,-86,0,908,1397,780,60
"2024-03-08",44,29396,"A",30008,27372,3550,6562,0,15905,0,12,4671,1989,939,1004,5,0,900,1389,757,6
"2024-03-08",45,28043,"A",28655,25941,3503,6562,0,15905,0,12,4754,1416,640,849,30,0,859,1257,422,516
"2024-03-08",46,26435,"A",27051,24561,3456,6562,0,15905,0,16,4457,1352,610,831,57,0,855,1214,393,558
"2024-03-08",47,24654,"A",25361,22851,3382,6562,0,15905,0,19,4230,939,522,189,9,-88,303,844,431,48
"2024-03-08",48,23874,"A",24643,22149,3308,6562,0,15905,0,21,4039,900,514,139,-141,-7,261,776,434,0
"2024-03-09",1,23519,"A",24671,21825,3291,6562,0,15905,0,287,3947,1003,515,7,-265,0,104,565,443,0
"2024-03-09",2,24032,"A",25192,22376,3273,6562,0,15905,0,318,4222,1007,516,0,-242,0,92,538,444,0
"2024-03-09",3,23615,"A",25209,22010,3247,6562,0,15905,0,693,4396,643,610,0,-177,0,62,610,445,-124
"2024-03-09",4,22879,"A",24766,21369,3221,6562,0,15905,0,1007,4683,610,618,0,-137,0,59,611,444,-143
"2024-03-09",5,22267,"A",24525,20800,3221,6562,0,15905,0,1502,4685,878,558,302,-144,0,93,460,381,-12
"2024-03-09",6,21833,"A",24170,20364,3221,6562,0,15905,0,1569,4539,896,553,349,-167,0,96,415,377,-1
"2024-03-09",7,21225,"A",23686,19801,3233,6562,0,15905,0,1557,4712,696,532,192,-117,0,-10,50,472,-177
"2024-03-09",8,20678,"A",23217,19281,3245,6562,0,15905,0,1542,4550,677,531,184,-159,0,-18,-28,481,-192
"2024-03-09",9,20237,"A",23116,18870,3288,6562,0,15905,0,1452,4653,716,584,8,-54,0,-220,-403,514,-150
"2024-03-09",10,19997,"A",23017,18652,3330,6562,0,15905,0,1531,4698,719,589,0,-40,0,-235,-469,516,-145
"2024-03-09",11,20158,"A",23058,18728,3359,6562,0,15905,0,1462,4612,771,580,0,-72,0,101,-621,458,-145
"2024-03-09",12,20411,"A",23079,18939,3388,6562,0,15905,0,1214,4759,782,581,0,-94,0,125,-619,450,-141
"2024-03-09",13,21534,"A",23126,20009,3374,6562,0,15905,0,551,4529,1156,667,186,-162,-36,80,-242,282,-1
"2024-03-09",14,22343,"A",23342,20793,3359,6562,14,15905,0,168,4632,1195,676,208,-48,-1,77,-182,275,4
"2024-03-09",15,23872,"A",25068,22160,3377,6562,175,15905,0,221,4401,1522,763,544,-142,-121,409,-112,826,244
"2024-03-09",16,24677,"A",25683,22859,3394,6562,658,15905,0,21,4341,1558,773,573,-293,-14,433,-78,876,271
"2024-03-09",17,26385,"A",27542,24397,3435,6562,1406,15905,0,72,4198,1944,906,937,-428,-57,758,296,984,730
"2024-03-09",18,27006,"A",28102,24890,3475,6562,2019,15905,0,21,4596,1980,920,1004,-450,-25,781,374,994,775
"2024-03-09",19,27537,"A",28862,25313,3514,6562,2509,15905,0,21,4692,1999,986,1003,-450,-254,868,744,997,775
"2024-03-09",20,27625,"A",28962,25288,3552,6562,3172,15905,0,21,4774,2000,992,1003,-450,-266,874,792,997,775
"2024-03-09",21,27558,"A",28931,25131,3596,6562,3863,15905,0,13,4587,2000,992,1003,-450,-310,991,690,997,775
"2024-03-09",22,27239,"A",28570,24758,3640,6562,4013,15905,0,12,4404,1999,992,1003,-450,-269,993,698,997,775
"2024-03-09",23,26781,"A",28281,24316,3660,6562,4403,15905,0,12,4486,2002,992,1003,-450,-438,256,1068,997,775
"2024-03-09",24,26650,"A",28241,24223,3680,6562,4764,15905,0,10,4640,2001,992,1004,-450,-531,194,1137,997,775
"2024-03-09",25,26309,"A",28155,23863,3685,6562,4907,15905,0,265,4389,2002,992,1004,-450,-531,231,1363,997,775
"2024-03-09",26,26290,"A",28422,23835,3689,6562,4997,15905,0,551,4451,2001,992,1003,-450,-531,233,1397,997,775
"2024-03-09",27,26144,"A",28273,23704,3677,6562,4178,15905,0,548,4294,2001,992,1004,-450,-531,321,1397,997,775
"2024-03-09",28,26610,"A",28306,24211,3665,6562,3570,15905,0,115,4351,2001,992,1004,-450,-531,329,1392,997,775
"2024-03-09",29,26617,"A",28490,24275,3624,6562,3282,15905,0,292,4307,2000,992,1004,-450,-531,891,1310,997,775
"2024-03-09",30,26945,"A",28723,24584,3582,6562,2612,15905,0,197,4289,1999,992,1003,-450,-531,925,1303,997,780
"2024-03-09",31,27295,"A",28889,24880,3500,6562,2067,15905,0,13,4422,2001,992,1003,-450,-531,138,1385,997,1083
"2024-03-09",32,28160,"A",29753,25805,3417,6562,1433,15905,0,12,4576,2001,992,1003,-450,-531,71,1397,997,1115
"2024-03-09",33,29722,"A",31311,27284,3357,6562,890,15905,0,8,4522,2000,992,1004,-450,-531,527,1397,997,1375
"2024-03-09",34,30823,"A",32410,28303,3297,6562,543,15905,0,6,4352,2000,992,1004,-450,-531,560,1397,997,1400
"2024-03-09",35,32195,"A",33782,29654,3278,6562,189,15905,0,6,4420,2000,992,853,-450,-531,775,1397,997,1400
"2024-03-09",36,33010,"A",34597,30421,3258,6562,19,15905,0,6,4423,1999,992,847,-450,-531,790,1397,997,1400
"2024-03-09",37,33376,"A",34963,30761,3230,6562,0,15905,0,6,4573,2000,992,944,-450,-531,750,1397,997,1400
